n,p,k,ec,oc,s,zn,fe,cu,mn,b,temperature,humidity,ph,rainfall,crop type
39.0,9.0,15.0,0.664,0.612,7.863999999999999,0.41999999999999993,3.9219999999999997,0.882,9.950000000000001,0.386,25.35467646,91.81183218,7.992041984,116.7555937,orange
31.0,5.0,14.0,0.592,0.5780000000000001,7.011999999999999,0.396,4.108,0.788,9.454,0.29400000000000004,17.66545409,91.69865887,6.583411671,110.6857506,orange
18.0,12.0,8.0,0.598,0.8400000000000001,6.214,0.472,5.779999999999999,1.102,9.336,0.41600000000000004,12.59093977,91.81668769,6.206053072,119.3916718,orange
20.0,20.0,10.0,0.6499999999999999,0.624,5.247999999999999,0.354,4.523999999999999,1.028,9.036000000000001,0.396,11.86631922,93.68394562,6.976997772,106.060149,orange
5.0,8.0,5.0,0.624,0.57,9.803999999999998,0.304,3.9200000000000004,0.7060000000000001,7.622,0.414,11.03367937,92.22706805,6.562594972,112.7715925,orange
20.0,8.0,12.0,0.576,0.6799999999999999,5.601999999999999,0.42399999999999993,4.982,0.8800000000000001,8.857999999999999,0.372,25.2990432,94.96419851,7.260416405,117.9733424,orange
25.0,21.0,11.0,0.592,0.78,5.066,0.37,5.292,1.1279999999999997,9.384,0.458,32.23797837,90.15406807,6.460044778,104.7052254,orange
14.0,19.0,14.0,0.6380000000000001,0.492,9.863999999999999,0.284,3.8519999999999994,0.932,7.008,0.346,17.68408797,94.35815354,6.699164936,108.0638166,orange
37.0,18.0,12.0,0.6280000000000001,0.462,7.191999999999998,0.43,3.668,0.8640000000000001,9.316,0.30400000000000005,10.2708877,90.19147747,7.401121811,106.6955204,orange
26.0,15.0,6.0,0.6279999999999999,0.6439999999999999,5.122,0.38599999999999995,4.1579999999999995,0.966,8.522,0.58,17.22034507,94.78797376,6.912033409,108.0054343,orange
13.0,22.0,5.0,0.584,0.55,10.288,0.30199999999999994,4.118,0.704,7.7780000000000005,0.388,19.667056,90.50096668,7.764040111,100.1737964,orange
32.0,25.0,9.0,0.58,0.6140000000000001,5.632,8.732,11.89,0.6679999999999999,7.802,0.712,10.35609594,93.75652041,7.796034006,101.1456947,orange
19.0,7.0,9.0,0.624,0.496,13.174000000000001,0.27,2.3440000000000003,0.516,6.3020000000000005,0.49800000000000005,27.255435,91.71369387,6.969883483,101.139435,orange
28.0,7.0,9.0,0.592,0.5740000000000001,6.054,0.38,3.9259999999999997,0.9199999999999999,8.754000000000001,0.33799999999999997,34.5917846,92.13229786,6.730757538,115.5650287,orange
24.0,30.0,11.0,0.546,0.82,5.005999999999999,0.4159999999999999,5.7459999999999996,0.9919999999999998,9.77,0.462,32.39523995,94.51768464,6.601395755,113.25373,orange
7.0,17.0,10.0,0.584,0.55,10.288,0.30199999999999994,4.118,0.704,7.7780000000000005,0.388,10.16431299,91.22320999,6.465913274,106.362551,orange
18.0,23.0,8.0,0.6379999999999999,0.492,9.864,0.284,3.8519999999999994,0.932,7.008,0.346,21.49118657,93.43949693,6.41354791,101.4819888,orange
7.0,20.0,12.0,0.624,0.57,9.804,0.304,3.9200000000000004,0.7060000000000001,7.622,0.414,16.53460397,94.76759975,6.475275337,110.0447896,orange
20.0,23.0,11.0,0.546,0.82,5.005999999999999,0.41600000000000004,5.746,0.992,9.77,0.462,31.8520694,90.12220323,6.407715561,109.9455062,orange
18.0,14.0,11.0,0.5980000000000001,0.8399999999999999,6.214,0.472,5.779999999999999,1.1019999999999999,9.335999999999999,0.41600000000000004,28.04799508,90.00621688,6.550814117,117.1311498,orange
34.0,11.0,10.0,0.592,0.5740000000000001,6.053999999999999,0.38,3.9259999999999997,0.9199999999999999,8.754000000000001,0.33799999999999997,31.75048899,94.59551226,7.36220835,115.1989301,orange
20.0,29.0,10.0,0.638,0.4920000000000001,9.864,0.284,3.8519999999999994,0.932,7.008,0.346,29.07412717,93.27189064,7.36549204,100.7896871,orange
37.0,24.0,13.0,0.5880000000000001,0.43800000000000006,6.717999999999999,0.4119999999999999,3.6839999999999997,0.994,8.772000000000002,0.322,19.14381903,90.71037456,7.8546243,108.0230792,orange
12.0,8.0,10.0,0.5839999999999999,0.55,10.288,0.30199999999999994,4.118,0.704,7.7780000000000005,0.388,16.14820285,91.4448027,7.995848977,107.4287664,orange
34.0,10.0,14.0,0.592,0.5740000000000001,6.053999999999999,0.38,3.9259999999999997,0.9199999999999999,8.754000000000001,0.33799999999999997,34.05296914,92.05811721,6.725600855,116.8020848,orange
6.0,13.0,9.0,0.6160000000000001,0.6839999999999999,6.5760000000000005,0.398,4.898000000000001,1.1560000000000001,7.602000000000001,0.332,34.51423957,90.56151463,7.786725333,118.3271968,orange
27.0,30.0,5.0,0.546,0.82,5.005999999999999,0.4159999999999999,5.7459999999999996,0.9919999999999998,9.77,0.462,32.71748548,90.54608254,7.656978112,113.328978,orange
13.0,8.0,12.0,0.584,0.5660000000000001,5.43,0.304,4.45,0.962,9.004000000000001,0.32,25.16296632,92.54736032,7.105904818,114.3117197,orange
6.0,7.0,7.0,0.6199999999999999,0.512,9.501999999999999,0.28,3.444,0.788,7.616,0.36,27.68167318,94.47316879,7.199106204,113.9995146,orange
40.0,17.0,15.0,0.6279999999999999,0.462,7.191999999999998,0.43,3.668,0.8640000000000001,9.316,0.30400000000000005,21.35093384,90.9492967,7.871063004,107.0862095,orange
31.0,26.0,9.0,0.588,0.552,5.718,0.38,3.8939999999999997,0.834,8.822,0.52,11.69894639,93.25638873,7.566165721,103.2005992,orange
61.0,68.0,50.0,0.54,0.8180000000000002,19.2,0.298,1.018,1.282,4.15,1.9300000000000002,35.21462816,91.49725058,6.793245417,243.0745066,papaya
58.0,46.0,45.0,1.28,0.44600000000000006,4.915692,15.196000000000002,18.247999999999998,8.867999999999999,76.234,8.084,42.39413392,90.79028064,6.576261427,88.46607497,papaya
45.0,47.0,55.0,1.588,0.592,1.105246,32.64,32.324,14.85,123.26200000000001,14.435999999999998,38.4191628,91.14220381,6.751452932,119.2653877,papaya
39.0,65.0,53.0,0.676,0.774,8.939694000000001,9.464000000000002,8.486,4.0040000000000004,18.186,3.696,35.33294932,92.11508608,6.560743093,235.6133585,papaya
31.0,68.0,45.0,0.736,0.354,5.779694,9.404,11.032,3.964,23.4,2.566,42.92325255,90.07600528,6.938313356,196.2408242,papaya
70.0,68.0,45.0,0.552,0.778,15.36,0.242,0.7939999999999999,1.166,2.622,1.906,33.83508569,92.85470152,6.991626158,203.4044028,papaya
68.0,62.0,50.0,0.492,0.8320000000000001,15.059999999999999,0.27999999999999997,0.704,1.026,2.218,1.8699999999999999,33.20258348,92.76437927,6.977700268,197.5282582,papaya
34.0,65.0,47.0,1.084,0.516,6.04123,16.068,16.994,8.242,52.238,7.436,23.48546973,93.71043692,6.833768535,191.7760562,papaya
38.0,68.0,54.0,0.7260000000000001,0.7939999999999999,13.099694,9.442000000000002,8.484,3.8699999999999997,18.67,3.226,29.33710543,90.81781439,6.739170045,202.0572747,papaya
69.0,64.0,47.0,0.54,0.756,11.28,0.352,1.0240000000000002,1.026,2.626,2.146,40.21199348,94.50766912,6.993473247,186.6762324,papaya
58.0,51.0,47.0,0.82,0.86,8.458155999999999,8.502,8.636,4.604,42.70399999999999,4.683999999999999,42.13473976,91.70445386,6.757470637,197.402901,papaya
59.0,47.0,53.0,1.158,0.6699999999999999,2.915692,15.204000000000002,16.936,8.582,73.64200000000001,8.58,32.86316618,91.4618874,6.850663232,47.271547,papaya
44.0,64.0,54.0,0.654,0.774,12.019694,9.414,8.82,4.0840000000000005,18.264000000000003,3.562,29.80744318,91.38048469,6.74274935,232.7046126,papaya
56.0,57.0,48.0,1.1860000000000002,0.712,3.5256919999999994,15.154000000000002,16.542,8.758000000000001,75.466,8.23,31.56213762,93.0484859,6.506120752,63.62250788,papaya
69.0,60.0,54.0,1.596,0.6519999999999999,2.9792460000000003,32.688,31.620000000000005,14.842000000000002,122.522,14.863999999999999,36.32268069,93.06134398,6.98992719,141.1736926,papaya
56.0,58.0,49.0,1.168,0.73,5.399692,15.234,18.176,9.112,76.11,8.892,37.13165026,94.60761797,6.69215564,172.4788062,papaya
49.0,55.0,53.0,1.4300000000000002,0.752,2.6253859999999998,24.214000000000002,24.294000000000004,11.632000000000001,89.95599999999999,10.148,38.4418717,93.63739039,6.544029776,77.71566883,papaya
38.0,51.0,52.0,1.2200000000000002,0.752,3.475692,15.166000000000002,16.39,8.644000000000002,75.428,8.244,32.66160599,90.78931681,6.927803911,78.85085502,papaya
54.0,65.0,47.0,1.3599999999999999,0.7860000000000001,3.619386,24.234,24.432000000000002,11.908,90.184,10.488000000000001,27.92765919,91.55594211,6.721835879,149.9107557,papaya
57.0,57.0,51.0,1.468,0.51,2.739386,24.250000000000004,25.734,11.948,91.23400000000001,10.056000000000001,39.01793345,91.48815629,6.99223441,105.8841531,papaya
39.0,52.0,53.0,1.1860000000000002,0.752,2.439692,15.234,17.578000000000003,8.754000000000001,76.25800000000001,8.386,32.51247398,94.65904123,6.704204398,51.07048113,papaya
58.0,67.0,45.0,0.732,0.778,3.017694,9.39,8.562000000000001,3.304,19.892,2.7640000000000002,38.72382798,91.72514851,6.702424548,62.62377075,papaya
61.0,64.0,52.0,1.4140000000000001,0.51,2.739386,24.204,25.458000000000002,11.74,92.434,10.008000000000001,43.30204933,92.83405443,6.641098708,110.562229,papaya
34.0,62.0,55.0,1.108,0.774,6.39723,16.172,16.634,8.42,49.733999999999995,7.795999999999999,27.58548913,90.72526502,6.585346229,238.5008779,papaya
31.0,48.0,45.0,1.184,0.6460000000000001,3.293692,15.196000000000002,19.6,9.016,76.936,8.066,40.78881819,92.90951393,6.563134737,132.7923586,papaya
47.0,46.0,52.0,1.1560000000000001,0.8099999999999999,6.515692,15.170000000000005,16.51,8.989999999999998,74.262,8.486,23.19451074,91.40301608,6.502289473,206.3999208,papaya
32.0,68.0,52.0,0.8240000000000001,0.8220000000000001,11.891694,9.346,10.214,3.9080000000000004,19.244,3.0919999999999996,32.68067385,92.61715632,6.800321319,248.8592986,papaya
36.0,59.0,46.0,1.3439999999999999,0.532,2.4093860000000005,24.246000000000002,26.368000000000002,11.764,91.344,10.030000000000001,34.28879307,93.61082872,6.721130543,127.2509777,papaya
61.0,51.0,51.0,1.468,0.6839999999999999,2.739386,24.250000000000004,25.734,11.948,91.23400000000001,10.056000000000001,39.30050027,94.16193416,6.574677594,120.9512466,papaya
70.0,54.0,46.0,0.8380000000000001,0.672,4.486155999999999,8.5,11.196000000000002,4.732000000000001,47.656,3.5480000000000005,39.73149053,91.12220596,6.919342407,122.7628653,papaya
44.0,56.0,49.0,1.2200000000000002,0.752,3.4496919999999998,15.206,17.738,8.882000000000001,76.89,8.164,39.23342464,91.25589286,6.519779583,64.4478499,papaya
34.0,68.0,51.0,0.54,0.646,5.324,0.45599999999999996,5.634,0.8260000000000002,9.431999999999999,0.546,27.34734861,94.17756725,6.687088098,40.35153141,papaya
50.0,59.0,47.0,0.532,0.7939999999999999,18.5,0.404,0.9,1.0779999999999998,3.306,1.5020000000000002,40.76998685,92.09278584,6.747975732,209.8678411,papaya
39.0,70.0,52.0,0.7660000000000002,0.642,5.037694,9.434000000000001,11.234,3.6019999999999994,23.306,2.284,26.26559543,90.79668055,6.65149129,59.49373381,papaya
34.0,61.0,49.0,1.3439999999999999,0.454,2.409386,24.246000000000002,26.368000000000002,11.764,91.344,10.030000000000001,28.12971499,93.3210737,6.502675132,117.8201907,papaya
44.0,60.0,55.0,1.588,0.65,1.105246,32.64,32.324,14.85,123.26199999999999,14.436000000000002,34.2804607,90.55561637,6.825371185,98.54047745,papaya
31.0,62.0,52.0,1.356,0.612,5.155386,24.234,24.056,11.824,88.93199999999999,10.726,33.7960155,93.00754254,6.99104104,182.026807,papaya
65.0,62.0,51.0,0.542,0.828,17.66,0.374,0.9179999999999999,1.1700000000000002,3.7520000000000002,1.4899999999999998,31.53243779,90.87394933,6.511624841,207.0735119,papaya
44.0,57.0,53.0,1.4300000000000002,0.752,2.6253859999999998,24.214000000000002,24.294000000000004,11.632000000000001,89.95599999999999,10.148,42.30495821,90.51431779,6.93172108,74.876786,papaya
50.0,47.0,48.0,0.752,0.794,9.098156,8.518000000000002,8.450000000000001,4.64,42.68999999999999,4.473999999999998,24.63676897,90.61964344,6.712772333,218.2299187,papaya
43.0,50.0,48.0,1.168,0.734,5.399692,15.234000000000004,18.176000000000002,9.112,76.10999999999999,8.892,28.28222883,91.37059792,6.63016515,179.2720807,papaya
60.0,46.0,53.0,0.7659999999999999,0.694,10.822156000000001,8.604000000000001,9.946000000000002,4.832000000000001,44.518,4.914,24.48620746,92.98254537,6.761953186,183.49095,papaya
70.0,68.0,55.0,1.1480000000000001,0.372,0.9327099999999999,32.712,43.032000000000004,11.256,99.694,17.880000000000003,42.84609252,94.63548176,6.691202286,78.8099639,papaya
59.0,62.0,52.0,1.4140000000000001,0.51,2.739386,24.204,25.458000000000002,11.74,92.434,10.008,43.67549305,93.10887229,6.608667684,103.8235658,papaya
60.0,58.0,51.0,1.06,0.7060000000000001,7.39785,17.6,16.296,7.458,57.724000000000004,6.764,42.07213781,92.92203105,6.840802254,165.7412972,papaya
42.0,60.0,47.0,1.3439999999999999,0.532,2.409386,24.246000000000002,26.368000000000002,11.764,91.344,10.030000000000001,33.46873719,92.12746225,6.834808348,136.8277041,papaya
35.0,66.0,47.0,0.5740000000000001,0.742,6.334,0.42800000000000005,5.7940000000000005,0.954,10.064,0.324,31.7018373,91.66232213,6.953439161,48.83810592,papaya
34.0,65.0,48.0,1.1099999999999999,0.5700000000000001,4.10723,16.082,18.558,8.25,54.120000000000005,7.066,41.41968393,90.03863107,6.665024508,199.3096432,papaya
36.0,54.0,46.0,1.1560000000000001,0.7939999999999999,7.675692000000001,15.224000000000004,16.560000000000002,9.062,74.38199999999999,8.867999999999999,42.54744013,94.94482086,6.662875839,214.4103848,papaya
39.0,64.0,52.0,0.7859999999999999,0.6519999999999999,5.073694,9.396,10.086,3.4159999999999995,21.118000000000002,2.3920000000000003,28.91842453,94.63676767,6.678695788,63.68794608,papaya
37.0,52.0,47.0,1.1560000000000001,0.7939999999999999,7.675692000000001,15.224000000000004,16.560000000000002,9.062,74.38199999999999,8.867999999999999,43.08022702,93.90305729,6.54277684,211.8529059,papaya
33.0,47.0,46.0,1.1560000000000001,0.7939999999999999,6.515692,15.170000000000005,16.51,8.989999999999998,74.262,8.486,29.20300896,93.96834049,6.839443833,209.4083305,papaya
34.0,48.0,48.0,1.168,0.748,5.399692,15.234000000000004,18.176000000000002,9.112,76.10999999999999,8.892,41.04224355,91.37258067,6.805277038,181.527598,papaya
49.0,54.0,50.0,1.468,0.47400000000000003,2.739386,24.250000000000004,25.734,11.948,91.23400000000001,10.056000000000001,25.62446619,93.18240298,6.762522087,97.26336657,papaya
40.0,65.0,49.0,1.3599999999999999,0.7460000000000002,3.619386,24.234,24.432,11.908,90.184,10.488,35.32876402,91.06138506,6.678449318,163.9069365,papaya
68.0,52.0,49.0,0.8460000000000001,0.33199999999999996,5.020156,8.516000000000002,11.066,4.494000000000001,47.22,3.6719999999999997,24.42561272,92.27749066,6.577192175,63.35298768,papaya
50.0,46.0,52.0,1.1520000000000001,0.7099999999999999,2.515692,15.182000000000002,16.382,8.63,74.834,8.452,31.18298415,90.21646909,6.734005648,54.01872359,papaya
65.0,63.0,50.0,1.006,0.31799999999999995,4.64985,17.56,18.54,7.183999999999999,60.767999999999994,5.670000000000001,31.88342554,91.3256535,6.524459342,79.27201575,papaya
40.0,49.0,47.0,1.246,0.6839999999999999,6.767691999999999,15.178,18.189999999999998,9.145999999999999,75.086,8.510000000000002,42.93368602,91.1756748,6.501521192,246.3613268,papaya
42.0,53.0,48.0,1.184,0.774,6.3956919999999995,15.268,16.554000000000002,9.22,73.80799999999999,9.084,23.11407669,94.31994776,6.758479569,231.5153161,papaya
49.0,55.0,51.0,1.582,0.592,1.407246,32.708000000000006,33.224000000000004,14.713999999999999,124.048,14.456,24.87212063,93.90560147,6.676578778,135.1694525,papaya
59.0,62.0,49.0,1.4140000000000001,0.592,2.739386,24.204,25.458000000000002,11.74,92.434,10.008,43.36051537,93.35191636,6.941496806,114.778071,papaya
63.0,58.0,47.0,1.424,0.726,5.735386,24.268000000000004,24.172000000000004,11.852,89.28,10.854000000000001,26.83054058,90.75379971,6.864143752,144.6656444,papaya
70.0,65.0,52.0,1.036,0.42799999999999994,3.9918500000000003,17.552,17.946,7.256,61.748000000000005,5.59,30.42012134,93.12659793,6.583528529,75.95295,papaya
63.0,50.0,52.0,1.234,0.6839999999999999,3.6236919999999997,15.184000000000003,18.884,9.118,77.92800000000001,8.065999999999999,28.64555584,93.22642604,6.751747609,115.8163936,papaya
40.0,64.0,47.0,0.576,0.652,5.897999999999999,0.388,3.53,0.666,8.052,0.40800000000000003,32.50037548,93.47888842,6.893509446,71.73759526,papaya
63.0,58.0,50.0,1.392,0.658,2.063386,24.254,25.520000000000003,11.690000000000001,90.712,10.266000000000002,43.03714283,94.6428898,6.720744449,41.5856585,papaya
45.0,58.0,49.0,1.254,0.752,4.245692,15.160000000000002,16.64,8.686000000000002,75.26599999999999,8.164,30.10773379,90.34546355,6.827812549,75.24521981,papaya
66.0,69.0,47.0,0.75,0.30999999999999994,6.893694000000001,9.384,11.73,3.7900000000000005,22.392,2.3,23.69212243,93.61055571,6.912299695,87.53393983,papaya
54.0,67.0,52.0,1.582,0.674,1.407246,32.708,33.224000000000004,14.713999999999999,124.048,14.456,35.67667332,93.30641944,6.586107335,141.3381168,papaya
69.0,67.0,52.0,0.966,0.45600000000000007,4.341850000000001,17.536,18.020000000000003,7.176,61.065999999999995,5.558,27.71948962,94.43877142,6.827305908,82.83061083,papaya
67.0,68.0,49.0,1.06,0.712,7.39785,17.6,16.296000000000003,7.458,57.72399999999999,6.764,35.26824831,92.38282957,6.821774589,149.8488208,papaya
45.0,57.0,47.0,1.17,0.732,5.279692,15.186000000000003,17.036,9.114,74.83599999999998,8.892,23.16855863,90.78821158,6.656458831,161.6892093,papaya
56.0,50.0,52.0,1.4420000000000002,0.262,3.7353859999999997,24.244,25.514,11.693999999999999,90.362,10.110000000000001,33.08706051,92.25197542,6.770384816,88.1300769,papaya
70.0,50.0,53.0,0.8879999999999999,0.7060000000000001,8.042156,8.55,9.388000000000002,4.85,44.412,4.85,37.4620912,90.44967809,6.933809743,172.3458448,papaya
44.0,47.0,45.0,1.168,0.794,6.915692,15.204000000000004,16.654000000000003,9.058,74.436,8.686,38.73218907,94.73613484,6.579441304,218.142147,papaya
50.0,60.0,47.0,1.408,0.43600000000000005,2.8613860000000004,24.196,25.292,11.82,91.088,9.992,32.57720726,92.74889453,6.92791761,93.7942847,papaya
52.0,51.0,53.0,1.156,0.8099999999999999,7.675692,15.224000000000004,16.56,9.062000000000001,74.38199999999999,8.867999999999999,38.38231475,93.10378595,6.985804083,210.2735346,papaya
35.0,68.0,45.0,0.406,0.774,14.120000000000001,0.446,1.082,1.34,2.956,2.072,42.93605359,90.09448142,6.612429546,234.8466111,papaya
68.0,69.0,52.0,1.044,0.6220000000000001,1.3158499999999997,17.56,16.278,7.082000000000001,60.366,5.9399999999999995,25.65492304,92.74501561,6.813383387,52.95477913,papaya
32.0,55.0,52.0,1.3599999999999999,0.708,3.619386,24.234,24.432,11.908,90.184,10.488000000000001,37.58899717,91.99740365,6.9677596,159.6577388,papaya
32.0,55.0,51.0,0.9260000000000002,0.6519999999999999,4.275536,7.062,11.664,5.212,38.95,4.886,29.60718808,93.15642801,6.57398033,62.68710535,papaya
48.0,62.0,47.0,0.994,0.734,5.401849999999999,17.614,17.696,7.5120000000000005,59.902,6.398000000000001,25.34756111,93.02871078,6.803094965,174.4012337,papaya
39.0,69.0,53.0,0.6540000000000001,0.8620000000000001,12.019694,9.414000000000001,8.82,4.0840000000000005,18.264000000000003,3.562,25.9300384,93.02357765,6.964955435,241.8202079,papaya
49.0,61.0,45.0,0.406,0.774,14.120000000000001,0.446,1.082,1.34,2.956,2.072,32.76795887,94.57377401,6.764213299,240.4795923,papaya
48.0,57.0,54.0,1.582,0.592,1.407246,32.708000000000006,33.224000000000004,14.713999999999999,124.048,14.456,29.02328049,90.20396783,6.617703178,126.8069869,papaya
69.0,66.0,49.0,0.708,0.446,5.807694,9.372,11.394000000000002,3.5860000000000007,23.752,2.274,40.00439101,90.17015833,6.52711001,92.11877372,papaya
